"LegalName","BusinessName","BusinessAddress","City","State","Zip","County","Municipality","AgentName","Expiration","LastUpdated","Fee","CIG","TOB","VAP","OTC","VM",
"JOHANNES, STEVEN S","JOHANN'S BAR & GRILL LLC","N1257 COUNTY RD B","COLOMA","WI","54930","WAUSHARA","TOWN of RICHFORD","STEVEN S. JOHANNES","2027-06-30","2026-06-10","10","1","1","1","1","0",
"JOES TOBACCO INC","JOES TOBACCO","3006 LONDON RD","EAU CLAIRE","WI","54701","EAU CLAIRE","TOWN of WASHINGTON","YUSOR ABUAL HAJAA","2027-06-30","2026-06-19","50","1","1","1","1","0",
"JOEL THIBAUDEAU","NORM'S HOLLOW","W6902 COUNTY ROAD A","DEERBROOK","WI","54424","LANGLADE","TOWN of AINSWORTH","Joel Thibaudeau","2027-06-30","2026-06-04","10","1","1","1","1","0",
"JOEL CHECKALSKI","PORKY'S BAR","W14414 RAILWAY AVE PO BOX 196","WEYERHAEUSER","WI","54895","RUSK","VILLAGE of WEYERHAEUSER","PORKY'S BAR","2026-06-30","2025-06-25","5","1","1","0","1","0",
"JOE'S SHOP KWIK, INC.","JOE'S SHOP KWIK","113 N. FRANKLIN ST","MONDOVI","WI","54755","BUFFALO","CITY of MONDOVI","MICHELE I DZIEKAN","2027-06-30","2026-06-10","30","1","1","1","1","0",
"JOE F MALLETT","MALLETT'S FOODS","3501 N 14TH ST","MILWAUKEE","WI","53206","MILWAUKEE","CITY of MILWAUKEE","JOE F MALLETT","2025-10-17","2025-07-15","100","1","1","0","1","0",
"JODI HESS","JORGIE'S","N3084 COUNTY ROAD XX","BERLIN","WI","54923","WAUSHARA","TOWN of POY SIPPI","Jodi & John Hess","2026-06-30","2025-07-12","10","1","0","0","1","0",
"JODI BLOCH","EDDIE'S BAR","246469 CO HWY S","ATHENS","WI","54411","MARATHON","TOWN of HAMBURG","NULL","2027-06-30","2026-06-02","5","1","0","0","1","0",
"JOANY'S SIDEKICKS LLC","JOANY'S SIDEKICKS LLC","7833 W HWY 77","IRON BELT","WI","54536","IRON","TOWN of KNIGHT","JOAN SWETKOVICH","2027-06-30","2026-06-17","10","1","1","0","1","0",
"JOANNE SPENCER","SPENCER'S COUNTRY STORE","N10304 STATE HWY 55","PEARSON","WI","54462","LANGLADE","TOWN of AINSWORTH","Joanne Spencer","2027-06-30","2026-06-04","10","1","1","1","1","0",
"JOANN WALDERA","THE ZOO BAR","23648 ADAMS ST","INDEPENDENCE","WI","54747","TREMPEALEAU","CITY of INDEPENDENCE","","2026-06-30","2025-07-11","20","1","0","0","1","0",
"JO-WILL, LLC","SAVOY'S","2901 N DR. WILLIAM FINLAYSON ST","MILWAUKEE","WI","53212","MILWAUKEE","CITY of MILWAUKEE","JOHNSON-WILLIAMS, TINA L, AGENT","2025-09-20","2025-07-15","100","1","1","0","1","0",
"JNPHOMEPLATE LLC","FAT BOYS TAVERN","1025 MAIN STREET","ST CLOUD  WI","WI","53079","FOND DU LAC","VILLAGE of SAINT CLOUD","JOSHUA J.  SIPPEL","2026-06-30","2025-07-02","10","1","0","0","1","0",
"JNKS HILLSIDE LLC","HILLSIDE PUB","167585 CTY RD N","RINGLE","WI","54471","MARATHON","TOWN of RINGLE","Jesse Przybylski","2027-06-30","2026-06-11","10","1","1","0","1","0",
"JN FOODMART LLC","JN FOODMART","3019 N HASTINGS WAY","EAU CLAIRE","WI","54703","EAU CLAIRE","CITY of EAU CLAIRE","SINGH, JOGA","2026-06-30","2025-07-14","100","1","1","1","1","0",
"JMP FOOD & BEER MART, INC.","RING FOOD MART","3432 W SILVER SPRING DR","MILWAUKEE","WI","53209","MILWAUKEE","CITY of MILWAUKEE","JASSAL, MANMEET S, AGENT","2025-07-30","2025-07-15","100","1","1","1","1","0",
"JMOBIL MEQUON LLC","MEQUON MOBIL","11210 N PORT WASHINGTON RD","MEQUON","WI","53092","OZAUKEE","CITY of MEQUON","JAWAAD AHMAD","2026-06-30","2026-03-11","100","1","1","1","1","0",
"JMG PETROLEUM","JMG PETROLEUM ","6574W STATE HWY 70 ","WINTER","WI","54896","SAWYER","VILLAGE of WINTER","JERRY GERBER ","2026-06-30","2025-07-11","50","1","1","1","1","0",
"JMDAVIS, LLC","THE MARKET","545 BROADWAY ST S","MENOMONIE","WI","54751","DUNN","CITY of MENOMONIE","DAVIS, JASON M.","2026-06-30","2025-07-29","100","1","1","1","1","0",
"JMB FUTURES, LLC","BLATTNER'S NEW HOLSTEIN PIGGLY WIGGLY","2243 CALUMET DRIVE","NEW HOLSTEIN","WI","53061","CALUMET","CITY of NEW HOLSTEIN","JOHN M BLATTNER","2026-06-30","2025-06-27","100","1","1","0","1","0",
"JKEI HOLDINGS, INC  BRIDGE'S BAR","BRIDGE'S BAR","6891 S LAKE AVE","LAKE NEBAGAMON","WI","54849","DOUGLAS","VILLAGE of LAKE NEBAGAMON","LINDSEY WILSON","2026-06-30","2025-06-18","10","1","1","1","1","0",
"JKCG ENTERPRISES, LLC","BIRDS BAR AND LIQUOR","5801 TOWER AVENUE","SUPERIOR","WI","54880","DOUGLAS","CITY of SUPERIOR","CORY J. GATZKE","2026-06-30","2026-03-26","100","1","0","0","1","0",
"JJ MART BELMONT","JJ MART INC","423 N. MOUND AVE","BELMONT","WI","53510","LAFAYETTE","VILLAGE of BELMONT","GURINDERDEEP SINGH DHILLON","2026-06-30","2025-06-25","40","1","1","1","1","0",
"JJ GOLF LLC","MARSHFIELD COUNTRY CLUB","11426 WREN RD","MARSHFIELD","WI","54449","WOOD","TOWN of LINCOLN","JESSE JACOBSON","2026-06-30","2025-06-13","5","1","1","0","1","0",
"JITTERS BAR LLC","JITTERS LOUNGE","23 MAIN ST.","MENASHA","WI","54952","WINNEBAGO","CITY of MENASHA","PETER KEMPS","2027-06-30","2026-06-19","100","1","1","1","1","0",
"JINAL ENTERPRISES, LLC","RAPIDS SHELL","240 8TH STREET SOUTH","WISCONSIN RAPIDS","WI","54494","WOOD","CITY of WISCONSIN RAPIDS","MAHENDRA T. PATEL","2026-06-30","2025-08-27","100","1","1","1","1","0",
"JINA BERGEMAN","SPECIALTY SMOKE SHOPPE","204 N. WASHINGTON STREET","THORP","WI","54771","CLARK","CITY of THORP","","2026-06-30","2025-07-09","25","1","1","1","1","0",
"JIMMY'S SALOON, LLC","JIMMY'S SALOON","1812 IOWA AVENUE","SUPERIOR","WI","54880","DOUGLAS","CITY of SUPERIOR","KEITH J. KERN","2026-06-30","2026-03-26","100","1","0","0","0","0",
"JIMMY'S LIQUOR, LLC","JIMMY'S LIQUOR","6412 N 76TH ST","MILWAUKEE","WI","53223","MILWAUKEE","CITY of MILWAUKEE","SANDHAWALIA, RUPINDER S, AGENT","2026-03-18","2025-07-15","100","1","1","1","1","0",
"JIMMY O'S GOLF SHOP, INC","JIMMY O'S GOLF SHOP, INC","897 RIVERDALE DR","ONEIDA","WI","54155","BROWN","VILLAGE of HOBART","EILEEN OSTROWSKI","2026-06-30","2025-06-23","100","0","1","0","1","0",
"JIMMY MORGAN BP INC","BP GAS STATION","1930 W MORGAN AV","MILWAUKEE","WI","53221","MILWAUKEE","CITY of MILWAUKEE","DHAWAN, ISH, AGENT","2026-02-25","2025-07-15","100","1","1","1","1","0",
"JIMMY D JORDAN","GLASS SLIPPER","3250 N 2ND ST","MILWAUKEE","WI","53212","MILWAUKEE","CITY of MILWAUKEE","JIMMY D JORDAN","2026-03-22","2025-07-15","100","1","1","0","1","0",
"JIM'S BAIT LLC","JIM'S BAIT ","2995 LAKE RD","BARNES","WI","54873","BAYFIELD","TOWN of BARNES","SEANA FRINT","2027-06-30","2026-06-18","25","1","1","0","1","0",
"JIM AND SHERI SCHEIDLER ","SCHEIDLER'S HURON TAVERN AND CAMPGROUND","18520 COUNTY HWY S","STANLEY","WI","54768","CHIPPEWA","TOWN of COLBURN","","2026-06-30","2025-07-21","20","1","1","1","1","0",
"JIM & JUDY'S FOODS INC","JIM & JUDY'S FOODS","117 W TAFT STREET","PALMYRA","WI","53156","JEFFERSON","VILLAGE of PALMYRA","JUDITH SEMRAD","2026-06-30","2025-07-08","50","1","0","0","1","0",
"JILLY'S CORPORATION","JILLY'S CAR WASH & MARKET","15340 W BLUEMOUND RD","ELM GROVE","WI","53122","WAUKESHA","VILLAGE of ELM GROVE","JONATHAN ZIMMERMAN","2026-06-30","2026-01-07","100","1","1","1","1","0",
"JILLY'S CORPORATION","JILLY'S CAR WASH","14100 W CAPITOL DRIVE","BROOKFIELD","WI","53005","WAUKESHA","CITY of BROOKFIELD","JON ZIMMERMAN","2025-06-30","2024-08-12","100","1","1","1","1","0",
"JIGRA INC","SMO-KING","7001 S 27TH ST","FRANKLIN","WI","53132","MILWAUKEE","CITY of FRANKLIN","PRADEEP PATEL","2026-06-30","2025-07-01","100","1","1","1","1","0",
"JGT INVESTMENTS LLC","PRIME SOCIAL RESTAURANT & BAR","7225 N 76TH ST","MILWAUKEE","WI","53223","MILWAUKEE","CITY of MILWAUKEE","TAYLOR, ODEAN H, AGENT","2025-09-03","2025-07-15","100","1","1","0","1","0",
"JESSICA WILSON","PAIR-A-DICE","6313 COUNTY ROAD N","ARPIN","WI","54410","WOOD","VILLAGE of ARPIN","","2027-06-30","2026-06-18","5","1","1","1","1","0",
"JERUSALEM INTERNATIONAL MART LLC","JERUSALEM INTERNATIONAL MART","6955 S 27TH ST","FRANKLIN","WI","53132","MILWAUKEE","CITY of FRANKLIN","KHALID ISMAIL","2026-06-30","2025-07-01","100","0","1","1","1","0",
"Jerud Sagorac","SEMPER FI SALOON","8892 COUNTY RD W","ALLENTON","WI","53002","WASHINGTON","TOWN of WAYNE","JERUD SAGORAC","2027-06-30","2026-06-21"," 25.00","1","1","1","1","1",
"JERRY'S PLACE INC","JERRY'S PLACE","601 N FAIR OAKS","MADISON","WI","53714","DANE","TOWN of BLOOMING GROVE","ABBEY L BAILEY","2027-06-30","2026-05-28","50","1","1","0","1","0",
"JERRY'S MARATHON AUTOMOTIVE CENTER, INC","JERRY'S MARATHON AUTOMOTIVE CTR","700 N. SPRING ST.","BEAVER DAM","WI","53916","DODGE","CITY of BEAVER DAM","STEPHEN PLOCH","2026-06-30","2025-07-24","100","1","1","1","1","0",
"JERRY'S ENTERPRISES, INC.","COUNTY MARKET","2310 CREST VIEW DR","HUDSON","WI","54016","ST CROIX","CITY of HUDSON","Anthony T. Carlson","2026-06-30","2025-12-11","100","1","1","0","1","0",
"JERRY'S ENTERPRISES INC","CROSSROADS COUNTY MARKET","220 S 18TH AVE","WAUSAU","WI","54401","MARATHON","CITY of WAUSAU","MARY M GAICHE","2026-06-30","2025-07-11","100","0","1","0","1","0",
"JEROMY SIEMS","PHILLS BAR AND GRILL","519 SECOND STREET","CHETEK","WI","54728","BARRON","CITY of CHETEK","JEROMY SIEMS","2026-06-30","2025-07-15","50","1","1","0","1","0",
"JEROME DRUGS INC","JEROMES CORNER MARKET","W230 S8715 CLARK ST","BIG BEND","WI","53103","WAUKESHA","VILLAGE of BIG BEND"," BRIAN J GOTTFRIED","2027-06-30","2026-06-22","100","1","1","1","1","0",
"JEROME DRUGS INC","JEROME DRUGS","S75W17301 JANESVILLE RD","MUSKEGO","WI","53150","WAUKESHA","CITY of MUSKEGO","BRIAN J. GOTTFRIED","2026-06-30","2025-07-15","100","1","1","1","1","0",
"JEN'S KNAUGHTY PINE LLC","JEN'S KNAUGHTY PINE","W1539 COUNTY HWY S","PULASKI","WI","54162","SHAWANO","TOWN of MAPLE GROVE","","2027-06-30","2026-05-13","20","1","0","0","1","0",
"JEN'S A BRAT, LLC","SMOKEY'S BAR & GRILL","112 MILL STREET","HOLMEN","WI","54636","LA CROSSE","VILLAGE of HOLMEN","JENNIFER WOYICKI","2027-06-30","2026-06-17","100","1","0","0","1","0",
"JEM SOUTHSIDE LLC","OLE'S SOUTHSIDE","2435 S HASTINGS WAY","EAU CLAIRE","WI","54701","EAU CLAIRE","TOWN of WASHINGTON","JESSICA MOUNT","2027-06-30","2026-06-19","50","1","0","0","1","0",
"JEJI FAMILY, INC","LISBON GAS & FOOD","8712 W LISBON AV","MILWAUKEE","WI","53222","MILWAUKEE","CITY of MILWAUKEE","JEJI, JASKARAN S, AGENT","2026-04-03","2025-07-15","100","1","1","1","1","0",
"JEFFERSON PETROLEUM CO","JEFFERSON PETROLEUM CO","1411 SOUTH MAIN STREET","JEFFERSON","WI","53549","JEFFERSON","CITY of JEFFERSON","MOBIN AHMAD","2027-06-30","2026-06-24","100","1","1","1","1","0",
"Jefferey Heart","One More Cast LLC","140 N. Front St.","Unity","WI","54488","MARATHON","VILLAGE of UNITY","","2026-06-30","2025-07-16","5","1","0","0","1","0",
"JEFF'S SPIRITS INC","JEFF'S SPIRITS ON MAIN","821 S. MAIN STREET A","WEST BEND","WI","53095","WASHINGTON","CITY of WEST BEND","JEFFREY SZUKALSKI","2026-06-30","2025-07-14","0","1","0","0","1","0",
"JEFF LEE VANDERHYDE","TWIN OAK STATION","W3698 CTY HWY B","SARONA","WI","54870","WASHBURN","TOWN of MADGE","","2026-06-30","2025-07-07","5","1","0","0","1","0",
"JEEVAN, LLC","ARBEE'S LIQUOR STORE","4606 DOUGLAS AVENUE","CALEDONIA","WI","53402","RACINE","VILLAGE of CALEDONIA","PIRANK PATEL","2026-06-30","2025-06-30","100","1","1","1","1","0",
"JdashMe, LLC","City Limits Saloon","16144 US Hwy 63","Hayward","WI","54843","SAWYER","TOWN of HAYWARD","Jamie Culhane","2026-06-30","2025-07-15","5","1","1","0","1","0",
"JD'S BRICKYARD PUB & GRUB, LLC","JD'S BRICKYARD PUB & GRUB, LLC","203 W. 7TH STREET","NEILLSVILLE","WI","54456","CLARK","CITY of NEILLSVILLE","DARRIN J. ZICKERT","2026-06-30","2025-07-10","5","1","0","0","1","0",
"JD STOIKES LLC","KOSH LIQUORS AND PIZZA PIT","2107 E VINCENT RD UNIT C ","MILTON","WI","53563","ROCK","TOWN of MILTON","JEROME STOIKES","2026-06-30","2025-07-22","100","1","1","1","1","0",
"JCC ENTERPRISES LLC","SPOT BAR & GRILL","1327 2ND AVE","CUMBERLAND","WI","54829","BARRON","CITY of CUMBERLAND","Brian Johnston","2026-06-30","2025-06-17","100","1","1","0","1","0",
"JC'S FILL UP, LLC","JC'S FILL UP, LLC","1009 EGG HARBOR ROAD","STURGEON BAY","WI","54235","DOOR","CITY of STURGEON BAY","JOYCE COLE","2026-06-30","2025-08-18","100","1","0","0","1","0",
"JC QUINN INTERNATIONAL, LLC","GLORY B IRISH PUB","832 N. MAIN STREET ","BRUCE ","WI","54819","RUSK","VILLAGE of BRUCE","JUSTIN E. QUINN ","2027-06-30","2026-06-09","5","1","1","0","1","0",
"JC MART, INC","JC MART BP","403 SOUTH STREET","JOHNSON CREEK","WI","53038","JEFFERSON","VILLAGE of JOHNSON CREEK","Gurinderdeep Dhillon","2026-06-30","2026-04-30","100","1","1","1","1","0",
"JC DOC LLC ","THE SAFARI","423 MAIN ST E","ASHLAND","WI","54806","ASHLAND","CITY of ASHLAND","JEFFREY ALAN CASTLE","2027-06-30","2026-06-15","75","1","1","1","1","0",
"JBT VENTURES","HWY 51 LIQUOR AND BAIT","5716 HWY 51","MCFARLAND","WI","53558","DANE","VILLAGE of MCFARLAND","SHOREY, BRIAN","2026-06-30","2025-07-02","100","1","1","1","1","0",
"JBP MEQUON LLC","MEQUON BP","11147 N PORT WASHINGTON RD","MEQUON","WI","53092","OZAUKEE","CITY of MEQUON","JAWAAD AHMAD","2026-06-30","2026-03-11","100","1","1","1","1","0",
"JB SALES OF ARKDALE","JB SALES OF ARKDALE","1898 STATE HIGHWAY 21","ARKDALE","WI","54613","ADAMS","TOWN of STRONGS PRAIRIE","ZEBROWSKA WIESLAWA","2026-06-30","2025-07-14","5","1","0","0","1","0",
"JB DELI INC","JB DELI INC","220 SOUTH MAIN STREET","NECEDAH","WI","54646","JUNEAU","VILLAGE of NECEDAH","ZOFIA PUSZYNSKI","2026-06-30","2025-07-08","100","1","1","0","1","0",
"JAYSTORES LLC","COLDSPRING LIQUOR","6115 W COLD SPRING RD","GREENFIELD","WI","53220","MILWAUKEE","CITY of GREENFIELD","JIGAR U CHAUDHARI","2026-06-30","2025-07-23","100","1","1","1","1","0",
"JAYS PETROMART, LLC","JAYS PETROMART","9922 W CAPITOL DR","MILWAUKEE","WI","53222","MILWAUKEE","CITY of MILWAUKEE","KLER, JAGDISHER S, AGENT","2026-05-03","2025-07-15","100","1","1","1","1","0",
"Jay Sita Ram LLC","Downtown Lake Mills BP","206 W Madison St","Lake Mills","WI","53551","JEFFERSON","CITY of LAKE MILLS","Arun Kumar Lamichhane","2026-06-30","2026-03-05","25","1","1","1","1","0",
"JAY MA AMBAJI, INC.","STAR LIQUOR","821 MAIN STREET WEST","ASHLAND","WI","54806","ASHLAND","CITY of ASHLAND","NICKY SHANKARBHAI PATEL","2027-06-30","2026-06-15","75","1","1","1","1","0",
"JAY JALARAM INC","PIONEER PIT STOP","20 EAST PIONEER ROAD","FOND DU LAC","WI","54935","FOND DU LAC","CITY of FOND DU LAC","JOHNNY R PATEL","2026-06-30","2025-07-24","100","1","1","1","1","0",
"JAY INC","KEWASKUM CITGO","1149 FOND DU LAC AVE","KEWASKUM","WI","53040","WASHINGTON","VILLAGE of KEWASKUM","CHANDRIKA POTTI","2026-06-30","2025-12-11","100","1","1","1","1","0",
"JAY GOGA MAHARAJ INC","ODD FELLOWS FOOD & LIQUOR","821 S MAIN STREET","RACINE","WI","53403","RACINE","CITY of RACINE","SNEHA PATEL","2026-06-30","2026-04-01","1","1","1","1","0","0",
"JAY GOGA 1142, LLC","MARTHA'S VINEYARD","1142 MILLER PARK WAY","WEST MILWAUKEE","WI","53214","MILWAUKEE","VILLAGE of WEST MILWAUKEE","RASHMIL H. PATEL","2026-06-30","2025-07-07","100","1","1","1","1","0",
"JAY ENTERPRISES PETROLEUM 2 LLC","PROSPECT CLARK","2200 N PROSPECT AV","MILWAUKEE","WI","53202","MILWAUKEE","CITY of MILWAUKEE","AHMAD, JAWAAD, AGENT","2026-02-26","2025-07-15","100","1","1","0","1","0",
"JAY ENTERPRISES PETROLEUM 1, LLC","GLENDALE BP","6204 N PORT WASHINGTON RD","GLENDALE","WI","53209","MILWAUKEE","CITY of GLENDALE","JAWAAD AHMAD","2026-06-30","2026-02-24","100","1","1","1","1","0",
"Jay Bhole, Inc.","Quick Mart Mobil","656 McHenry Street","Burlington","WI","53105","RACINE","CITY of BURLINGTON","Yes P. Patel","2026-06-30","2026-02-24","100","1","1","1","1","0",
"JAY BHOLE INC.","AMOCO","9821 W OKLAHOMA AV","MILWAUKEE","WI","53227","MILWAUKEE","CITY of MILWAUKEE","PATEL, YES P, AGENT","2026-03-09","2025-07-15","100","1","1","1","1","0",
"JAX ENTERPRISES IV","RICHLAND MOBIL MART","1001 HWY 14 W","RICHLAND CENTER","WI","53581","RICHLAND","CITY of RICHLAND CENTER","JAX, DENNIE","2026-06-30","2025-06-17","5","1","1","1","1","0",
"JAX ENTERPRISES INC","DJ'S KWIK STOP","29533 US HWY 14","GOTHAM","WI","53540","RICHLAND","TOWN of BUENA VISTA","DENNY JAX","2026-06-30","2025-07-14","10","1","1","1","1","0",
"JAX ENTERPRISES III, INC.","FIRST STOP","S3118 HWY BD","BARABOO","WI","53913","SAUK","TOWN of DELTON","DENNIE JAX","2026-06-30","2025-07-07","100","1","1","1","1","0",
"JAX ENTERPRISES III, INC","ARENA ONE STOP","300 VILLAGE EDGE RD","ARENA","WI","53503","IOWA","VILLAGE of ARENA","DENNIE JAX","2026-06-30","2025-06-27","100","1","1","1","1","0",
"JAX ENTERPRISES","EAST SIDE BP","2407 HWY 14 E","RICHLAND CENTER","WI","53581","RICHLAND","CITY of RICHLAND CENTER","JAX, DENNIE","2026-06-30","2025-06-17","5","1","1","1","1","0",
"JASON KECK","BIG JAY'S SMOKE SHOP","815 JAY ST","MANITOWOC","WI","54220","MANITOWOC","CITY of MANITOWOC","JASON KECK","2026-06-30","2025-07-15","100","0","0","1","1","0",
"JASON KECK","BIG JAY'S SMOKE SHOP","2021 W WASHINGTON ST","WEST BEND","WI","53090","WASHINGTON","CITY of WEST BEND","JASON KECK","2026-06-30","2025-07-14","0","0","0","1","1","0",
"JASLEEN ENTERPRISES LLC","JASLEEN MOBIL MART","407 S GRAND AVE","ROTHSCHILD","WI","54474","MARATHON","VILLAGE of ROTHSCHILD","AJINDER SINGH","2026-06-30","2025-07-15","100","1","1","1","1","0",
"JAS PETRO MART INC","WAUAPCA AMOCO","1045 W FULTON ST","WAUPACA","WI","54981","WAUPACA","CITY of WAUPACA","KANWAL SINGH","2027-06-30","2026-06-16","100","1","1","1","1","0",
"JARI LLC","SMOKIN BRADY","1407 E BRADY ST","MILWAUKEE","WI","53202","MILWAUKEE","CITY of MILWAUKEE","RABEE, FOUAD M, AGENT","2025-07-26","2025-07-15","100","1","1","1","1","0",
"JARED BOTTEN","BOTTEN'S GREEN ACRES, LLC","7171 S CTY RD S","LAKE NEBAGAMON","WI","54849","DOUGLAS","VILLAGE of LAKE NEBAGAMON","JARED BOTTEN","2026-06-30","2025-06-18","10","1","1","0","1","0",
"JARDINE'S SOUTH SHORE BAR, LLC","JARDINE'S SOUTH SHORE BAR","9265 STATE HIGHWAY 13","PORT WING","WI","54865","BAYFIELD","TOWN of PORT WING","SARAH PETERSON","2026-06-30","2025-07-21","25","1","1","0","1","0",
"JAPNOOR, INC.","INDIAN BAZAAR","5254 S 27TH ST","MILWAUKEE","WI","53221","MILWAUKEE","CITY of MILWAUKEE","SINGH, CHARANJEET, AGENT","2026-06-19","2025-07-15","100","1","1","0","1","0",
"JANET PETROLEUM LLC","AIRPORT PETROLEUM","5979 S HOWELL AV","MILWAUKEE","WI","53207","MILWAUKEE","CITY of MILWAUKEE","INAYAT, KHADIJA, AGENT","2025-10-01","2025-07-15","100","1","1","1","1","0",
"JANESVILLE FOOD MART","LIONS QUICK MART","104 E RACINE ST","JANESVILLE","WI","53545","ROCK","CITY of JANESVILLE","CHIRAGBHAI NUYI","2026-06-30","2025-07-16","100","1","1","1","1","0",
"JANESVILLE COUNTRY CLUB","JANESVILLE COUNTRY CLUB","2615 W MEMORIAL DR","JANESVILLE","WI","53548","ROCK","TOWN of JANESVILLE","Mark Thomsen","2026-06-30","2025-06-30","5","0","1","0","1","0",
"JANESCH'S INCORPORATED","MIKE'S SUPERMARKET","17887 STATE HWY 32","TOWNSEND","WI","54175","OCONTO","TOWN of TOWNSEND","STEVEN JANESCH","2027-06-30","2026-06-26","10","1","1","0","1","0",
"JANES, MARK L","EAGLE PASS SALOON","212 N MAIN ST","MONTICELLO","WI","53570","GREEN","VILLAGE of MONTICELLO","JANES, MARK  L. ","2026-06-30","2025-07-09","50","1","1","1","1","0",
"JANDU OIL, INC","S-STOP","922 S DULUTH AVENUE","STURGEON BAY","WI","54235","DOOR","CITY of STURGEON BAY","PARVINDER SINGH JANDU","2026-06-30","2025-08-18","100","1","0","0","1","0",
"JANDU OIL INC.","JANDU PETROLEUM #5","616 4TH ST.","ALGOMA","WI","54201","KEWAUNEE","CITY of ALGOMA","Parvinder Jandu","2026-06-30","2025-07-15","25","1","1","1","1","0",
"JANDU OIL INC.","JANDU PETROLEUM #4","1101 LAKE ST.","ALGOMA","WI","54201","KEWAUNEE","CITY of ALGOMA","Parvinder Jandu","2026-06-30","2025-07-15","25","1","1","1","1","0",
"JAN'S SELF SERVICE, LLC","JAN'S SELF SERVICE, LLC","206 FREMONT ST.","KIEL","WI","53042","MANITOWOC","CITY of KIEL","DENNIS K. WEBER","2026-06-30","2025-10-15","100","1","1","1","1","0",
"JAMS 2 LLP","JAMS 2 LLP","101 N. MAPLE STREET","LA FARGE","WI","54639","VERNON","VILLAGE of LA FARGE","Gardner, Chastity A.","2026-06-30","2025-07-07","5","1","1","1","1","0",
"JAMOHEAD, INC","JAMO'S","1800 N ARLINGTON PL","MILWAUKEE","WI","53202","MILWAUKEE","CITY of MILWAUKEE","GOLL, JAMISON H, AGENT","2026-03-25","2025-07-15","100","1","1","0","1","0",
"JAMMERS LLC","JAMMERS BAR & GRILL ","2810 EAGLE ROAD","WISCONSIN RAPIDS","WI","54494","WOOD","TOWN of GRAND RAPIDS","DANIEL SMITH","2026-06-30","2025-06-24","75","1","0","0","1","0",
"JAMIE'S TAVERN, LLC ","JAMIE'S TAVERN","722 N. MAIN STREET","BRUCE","WI","54819","RUSK","VILLAGE of BRUCE","JAMIE L. SHELTON","2027-06-30","2026-06-09"," 5.00","1","1","1","1","0",
"JAMESCO INC","THE CARDINAL CAGE","119 E JAMES ST","COLUMBUS","WI","53925","COLUMBIA","CITY of COLUMBUS","CHAD J. PURVIS","2026-06-30","2025-07-03","100","0","1","0","1","1",
"JAMES W KRUESEL LLC","INTERMISSION","325 N 4TH ST","WAUSAU","WI","54403","MARATHON","CITY of WAUSAU","JAMES  KRUESEL","2026-06-30","2025-07-11","100","1","0","0","1","0",
"JAMES T PASSMORE","GEORGE MICHAELS I","513 N 8TH ST","SHEBOYGAN","WI","53081","SHEBOYGAN","CITY of SHEBOYGAN","JAMES T PASSMORE","2026-06-30","2025-07-14","100","1","0","0","1","0",
"JAMES HENRY","NORTHWOODS STORE LLC","9578 HWY K","TOMAHAWK","WI","54487","ONEIDA","TOWN of CASSIAN","","2026-06-30","2026-02-25","25","1","1","1","1","0",
"JAMES GRAF","GRAF'S MOBILE MART","1025 LAKE ST","ALGOMA","WI","54201","KEWAUNEE","CITY of ALGOMA","","2026-06-30","2025-07-15","25","1","1","1","1","0",
"JAMES FRANDSEN","FRANNY'S BAR","1115 SUPERIOR AVE.","TOMAH","WI","54660","MONROE","CITY of TOMAH","JAMES FRANDSEN","2026-06-30","2025-07-10","50","1","0","0","1","0",
"JAMES E. HANLY","CRAZY HORSE CAMPGROUND","N3201 CRAZY HORSE LA","BRODHEAD","WI","53520","GREEN","TOWN of DECATUR","ROXANNE HANLY","2026-06-30","2025-07-21","25","1","0","0","1","0",
"JAMES CAVE","CAVE INN, INC.","1228 CTY 12","ROBERTS","WI","54023","ST CROIX","TOWN of WARREN","","2027-06-30","2026-06-23","10","1","0","0","1","0",
"JAMES AND DEBORAH SOHR","KELLY LAKE COUNTRY STORE, LLC","9407 ST. BERNADETTE ROAD","SURING","WI","54174","OCONTO","TOWN of SPRUCE","James Sohr","2026-06-30","2026-02-24","20","1","0","0","1","0",
"JAMA INVESTMENTS LLC","HAMMOND HOTEL","820 DAVIS ST","HAMMOND","WI","54015","ST CROIX","VILLAGE of HAMMOND","SELENA JOSLYN","2027-06-30","2026-05-12","100","1","1","1","1","0",
"JALPA LLC","CONYAK LIQUOR","6828 W BROWN DEER RD","MILWAUKEE","WI","53223","MILWAUKEE","CITY of MILWAUKEE","PATEL, BHAVESH B, AGENT","2026-06-19","2025-07-15","100","1","1","1","1","0",
"JALPA LIQUOR INC","ROCHESTER FOOD AND BEVERAGE","2819 BECK DR","WATERFORD","WI","53185","RACINE","VILLAGE of ROCHESTER","Sandip Patel","2027-06-30","2026-06-10","100","1","1","1","1","0",
"JALIYAN GAS, LLC","WISCONSIN AVENUE PANTRY","111 WEST WISCONSIN AVENUE","APPLETON","WI","54911","OUTAGAMIE","CITY of APPLETON","NILESH M. PATEL","2026-06-30","2026-03-18","100","1","1","1","1","0",
"JALIL MIAN","M J PETROLEUM","1100 SIXTH STREET","RACINE","WI","53403","RACINE","CITY of RACINE","JALIL MIAN","2026-06-30","2026-04-01","1","1","1","1","0","0",
